"carro","dono","marca","Estilo","Acabamento","Posição de dirigir","Instrumentos","Interior","Porta-malas","Desempenho","Motor","Câmbio","Freios","Suspensão","Consumo","Estabilidade","Custo-Benefício ","Recomendação","indice","Class_NPS"
"Fluence",123,"Renault",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4709,"Detratores"
"Fluence",124,"Renault",10,7,10,8,10,10,10,10,9,10,9,8,10,10,9,4710,"Promotores"
"Fluence",125,"Renault",10,8,9,10,10,10,10,10,10,10,10,7,10,10,10,4711,"Promotores"
"Fluence",126,"Renault",9,9,8,10,9,9,9,9,10,10,10,6,9,9,9,4712,"Promotores"
"Fluence",127,"Renault",6,1,4,7,7,4,8,7,1,4,3,6,7,4,0,4713,"Detratores"
"Fluence",128,"Renault",10,6,9,10,10,8,10,10,10,10,7,6,10,8,10,4714,"Promotores"
"Fluence",129,"Renault",9,9,9,9,10,10,10,10,10,10,9,8,9,10,10,4715,"Promotores"
"Fluence",130,"Renault",9,9,9,9,10,10,9,10,10,9,9,7,9,9,9,4716,"Promotores"
"Fluence",131,"Renault",8,10,10,10,10,10,10,10,10,10,10,8,9,10,10,4717,"Promotores"
"Fluence",132,"Renault",9,9,10,9,9,8,9,10,10,10,9,7,9,9,9,4718,"Promotores"
"Fluence",133,"Renault",8,9,8,9,10,7,8,9,10,10,9,7,10,9,9,4719,"Promotores"
"Fluence",134,"Renault",10,9,10,10,10,10,9,10,10,10,10,7,10,8,10,4720,"Promotores"
"Fluence",135,"Renault",9,8,9,9,10,10,10,10,9,8,8,5,9,7,10,4721,"Promotores"
"Fluence",136,"Renault",10,8,10,10,9,9,10,10,9,10,10,5,8,9,8,4722,"Passivos"
"Fluence",137,"Renault",10,8,10,8,10,10,10,9,10,10,10,8,10,10,10,4723,"Promotores"
"Fluence",138,"Renault",10,8,8,10,10,10,8,0,9,9,6,3,8,2,0,4724,"Detratores"
"Fluence",139,"Renault",10,5,5,5,3,10,10,5,5,5,5,1,5,5,0,4725,"Detratores"
"Fluence",140,"Renault",10,8,10,9,9,9,10,10,10,10,10,10,10,7,10,4726,"Promotores"
"Fluence",141,"Renault",10,8,8,8,8,7,8,10,10,10,10,8,8,9,9,4727,"Promotores"
"Fluence",142,"Renault",10,9,10,10,10,10,10,10,10,10,10,9,10,10,10,4728,"Promotores"
"Fluence",143,"Renault",10,10,10,10,10,10,10,10,10,10,10,9,7,10,10,4729,"Promotores"
"Fluence",144,"Renault",10,9,10,10,10,10,10,9,10,10,10,9,10,10,10,4730,"Promotores"
"Fluence",145,"Renault",10,10,10,9,10,9,10,10,10,10,10,10,10,10,10,4731,"Promotores"
"Fluence",146,"Renault",9,5,7,8,8,8,8,6,9,9,9,7,7,6,4,4732,"Detratores"
"Fluence",147,"Renault",10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,4733,"Promotores"
"Fluence",148,"Renault",10,10,10,10,10,10,10,10,10,9,9,9,9,10,10,4734,"Promotores"
"Fluence",149,"Renault",9,9,10,10,10,9,9,10,10,10,10,8,10,10,10,4735,"Promotores"
"Fluence",150,"Renault",9,9,10,10,10,10,10,10,10,10,10,8,10,10,10,4736,"Promotores"
"Fluence",151,"Renault",9,8,9,9,9,9,8,9,9,10,2,6,9,8,7,4737,"Passivos"
"Fluence",152,"Renault",10,9,9,10,10,10,10,10,10,10,10,6,10,8,10,4738,"Promotores"
"Fluence",153,"Renault",10,7,8,10,10,8,10,10,10,10,10,10,10,9,9,4739,"Promotores"
"Fluence",154,"Renault",10,6,10,10,10,10,10,10,10,10,8,6,10,7,8,4740,"Passivos"
"Fluence",155,"Renault",10,8,10,10,10,10,10,10,10,10,10,8,10,9,10,4741,"Promotores"
"Fluence",156,"Renault",5,0,8,5,9,9,10,10,10,8,7,5,9,5,0,4742,"Detratores"
"Fluence",157,"Renault",8,5,9,8,9,7,9,9,9,9,9,7,9,8,0,4743,"Detratores"
"Fluence",158,"Renault",10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,4744,"Promotores"
"Fluence",159,"Renault",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4745,"Promotores"
"Fluence",160,"Renault",10,9,10,10,10,9,10,10,10,10,10,9,10,10,10,4746,"Promotores"
"Fluence",161,"Renault",10,9,10,9,10,10,10,10,10,10,10,9,10,10,10,4747,"Promotores"
"Fluence",162,"Renault",10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,4748,"Promotores"
"Fluence",163,"Renault",10,9,10,9,10,10,10,9,8,10,9,4,10,9,5,4749,"Detratores"
"Fluence",164,"Renault",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4750,"Promotores"
"Fluence",165,"Renault",10,9,10,10,10,10,10,10,10,10,10,9,10,10,10,4751,"Promotores"
"Fluence",166,"Renault",8,8,8,8,8,7,8,9,9,9,9,8,8,8,10,4752,"Promotores"
"Fluence",167,"Renault",10,10,10,9,10,10,10,10,10,10,10,9,9,10,10,4753,"Promotores"
"Fluence",168,"Renault",10,9,10,10,10,10,10,10,10,10,9,6,10,10,10,4754,"Promotores"
"Fluence",169,"Renault",8,7,9,8,8,10,9,8,10,10,8,8,8,10,8,4755,"Passivos"
"Fluence",170,"Renault",8,8,10,9,10,9,8,8,8,9,9,7,8,9,9,4756,"Promotores"
"Fluence",171,"Renault",9,9,10,8,9,9,10,10,9,10,10,8,9,9,10,4757,"Promotores"
"Fluence",172,"Renault",8,7,8,8,9,10,10,10,10,8,10,9,10,9,8,4758,"Passivos"
"Fluence",173,"Renault",10,9,10,10,10,10,10,10,9,10,10,9,10,9,10,4759,"Promotores"
"Fluence",174,"Renault",10,10,9,10,10,10,10,10,10,10,10,8,10,9,10,4760,"Promotores"
"Fluence",175,"Renault",10,8,8,8,10,8,10,10,10,10,10,6,10,10,10,4761,"Promotores"
"Fluence",176,"Renault",9,9,10,10,10,10,10,10,10,10,10,7,9,10,10,4762,"Promotores"
"Fluence",177,"Renault",10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,4763,"Promotores"
"Fluence",178,"Renault",7,8,9,9,10,10,9,9,10,9,8,8,7,10,10,4764,"Promotores"
"Fluence",179,"Renault",10,9,10,10,9,10,10,10,10,10,10,8,10,10,10,4765,"Promotores"
"Fluence",180,"Renault",9,9,10,9,10,10,10,10,10,10,10,9,10,10,10,4766,"Promotores"
"Fluence",181,"Renault",9,9,9,9,10,10,10,10,10,9,10,8,9,9,5,4767,"Detratores"
"Fluence",182,"Renault",9,7,8,8,9,10,10,10,10,10,10,8,10,7,8,4768,"Passivos"
"Fluence",183,"Renault",10,9,10,10,10,10,10,10,10,10,10,9,10,10,10,4769,"Promotores"
"Fluence",184,"Renault",9,8,9,8,8,7,8,8,9,8,7,9,9,8,8,4770,"Passivos"
"Fluence",185,"Renault",10,8,10,10,10,10,10,10,10,9,10,8,9,8,10,4771,"Promotores"
"Fluence",186,"Renault",10,9,10,10,10,9,10,10,10,10,9,9,9,9,9,4772,"Promotores"
"Fluence",187,"Renault",10,0,8,8,10,9,10,10,10,10,6,4,9,5,0,4773,"Detratores"
"Fluence",188,"Renault",10,8,10,10,6,9,10,10,10,10,10,8,10,9,9,4774,"Promotores"
"Fluence",189,"Renault",7,7,10,8,8,10,8,10,10,8,8,3,8,0,0,4775,"Detratores"
"Fluence",190,"Renault",10,6,9,9,10,9,10,8,10,10,8,10,10,7,3,4776,"Detratores"
"Fluence",191,"Renault",8,8,8,9,9,9,9,8,8,8,8,8,8,5,0,4777,"Detratores"
"Fluence",192,"Renault",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4778,"Promotores"
"Fluence",193,"Renault",10,9,10,9,10,9,10,10,10,10,9,8,9,9,9,4779,"Promotores"
"Fluence",194,"Renault",10,9,10,10,10,10,10,10,10,10,10,9,10,10,10,4780,"Promotores"
"Fluence",195,"Renault",8,9,8,7,10,10,10,9,10,10,9,9,10,7,8,4781,"Passivos"
"Fluence",196,"Renault",8,8,9,9,10,9,10,9,10,10,8,9,9,9,9,4782,"Promotores"
"Fluence",197,"Renault",10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,4783,"Promotores"
"Fluence",198,"Renault",8,8,9,9,9,9,7,4,7,8,1,4,8,2,0,4784,"Detratores"
"Fluence",199,"Renault",9,9,8,10,10,10,9,10,10,10,9,8,10,10,9,4785,"Promotores"
"Fluence",200,"Renault",9,8,9,9,7,8,10,10,10,10,9,9,9,9,3,4786,"Detratores"
"Fluence",201,"Renault",9,9,10,10,9,8,9,10,10,10,10,7,9,9,10,4787,"Promotores"
"Fluence",202,"Renault",10,7,8,10,10,9,10,10,10,9,8,5,9,9,10,4788,"Promotores"
"Fluence",203,"Renault",10,10,10,10,10,10,10,10,10,10,10,6,10,10,9,4789,"Promotores"
"Fluence",204,"Renault",10,7,8,8,9,9,10,10,10,8,10,4,8,7,9,4790,"Promotores"
"Fluence",205,"Renault",9,9,7,10,10,10,10,10,10,10,10,8,10,10,10,4791,"Promotores"
"Fluence",206,"Renault",9,9,9,6,10,10,10,10,10,10,10,7,9,10,10,4792,"Promotores"
"Fluence",207,"Renault",10,8,10,10,10,10,10,10,10,10,10,5,10,9,10,4793,"Promotores"
"Fluence",208,"Renault",10,7,10,10,10,8,10,10,10,10,10,8,10,10,10,4794,"Promotores"
"Fluence",209,"Renault",7,3,7,0,5,7,9,9,9,9,9,5,8,3,0,4795,"Detratores"
"Fluence",210,"Renault",6,5,8,5,6,8,9,7,7,7,8,6,7,5,1,4796,"Detratores"
"Fluence",211,"Renault",8,8,8,8,7,9,10,9,10,9,9,6,8,9,10,4797,"Promotores"
"Fluence",212,"Renault",10,9,10,10,10,10,10,10,10,10,10,9,9,10,10,4798,"Promotores"
"Fluence",213,"Renault",10,10,10,10,10,10,10,10,10,10,10,9,10,9,10,4799,"Promotores"
"Fluence",214,"Renault",9,5,5,8,5,8,9,8,10,10,8,6,10,8,7,4800,"Passivos"
"Fluence",215,"Renault",10,9,10,9,10,10,10,10,10,10,9,9,10,10,10,4801,"Promotores"
"Fluence",216,"Renault",9,9,9,9,9,8,9,10,10,10,10,7,10,10,9,4802,"Promotores"
"Fluence",217,"Renault",10,9,10,8,10,10,10,10,10,10,10,10,10,10,10,4803,"Promotores"
"Fluence",218,"Renault",9,9,10,10,10,10,10,10,10,10,10,9,9,9,9,4804,"Promotores"
"Fluence",219,"Renault",10,7,8,6,9,10,9,6,10,10,10,7,10,6,2,4805,"Detratores"
"Fluence",220,"Renault",9,8,8,9,9,10,9,9,10,9,8,7,9,9,9,4806,"Promotores"
"Fluence",221,"Renault",10,9,9,10,10,10,10,9,10,10,10,8,10,9,10,4807,"Promotores"
"Fluence",222,"Renault",8,8,9,8,8,10,9,9,10,10,8,9,9,10,10,4808,"Promotores"
"Fluence",223,"Renault",10,9,8,8,10,10,9,10,10,10,10,7,10,10,10,4809,"Promotores"
"Fluence",224,"Renault",9,9,9,10,10,7,10,10,10,10,9,9,10,10,10,4810,"Promotores"
"Fluence",225,"Renault",10,8,10,10,10,9,9,10,10,10,10,9,10,10,10,4811,"Promotores"
"Fluence",226,"Renault",9,10,10,10,10,10,10,10,10,10,9,10,10,9,10,4812,"Promotores"
"Fluence",227,"Renault",10,8,10,9,9,10,10,10,10,10,10,8,10,10,10,4813,"Promotores"
"Fluence",228,"Renault",9,9,9,9,10,9,9,9,9,9,9,8,9,9,9,4814,"Promotores"
"Fluence",229,"Renault",9,0,8,10,10,9,9,10,10,9,9,7,8,8,4,4815,"Detratores"
"Fluence",230,"Renault",10,9,10,9,10,10,10,10,10,10,10,9,9,10,10,4816,"Promotores"
"Fluence",231,"Renault",10,9,10,10,10,9,10,10,10,10,10,8,10,10,10,4817,"Promotores"
"Fluence",232,"Renault",10,9,10,10,9,10,10,9,10,10,9,7,10,9,10,4818,"Promotores"
"Fluence",233,"Renault",10,9,10,10,10,9,10,10,10,10,10,8,10,10,10,4819,"Promotores"
"Fluence",234,"Renault",9,8,9,8,9,9,9,10,9,9,10,8,9,9,9,4820,"Promotores"
"Fluence",235,"Renault",10,10,10,8,10,10,8,8,10,10,10,9,10,8,10,4821,"Promotores"
"Fluence",236,"Renault",9,10,10,10,10,10,10,10,10,10,10,9,10,10,10,4822,"Promotores"
"Fluence",237,"Renault",10,10,10,10,10,10,10,10,10,10,10,7,10,10,10,4823,"Promotores"
"Fluence",238,"Renault",10,9,10,10,10,10,10,10,10,10,10,8,10,10,10,4824,"Promotores"
"Fluence",239,"Renault",9,9,10,9,10,10,8,9,9,10,9,2,9,10,10,4825,"Promotores"
"Fluence",240,"Renault",10,8,9,8,7,10,9,10,10,10,10,5,9,10,8,4826,"Passivos"
"Fluence",241,"Renault",10,10,10,9,10,10,10,10,10,10,10,0,8,10,10,4827,"Promotores"
"Fluence",242,"Renault",10,10,10,8,9,10,9,10,10,10,10,9,10,10,10,4828,"Promotores"
"Clio",1,"Renault",7,7,2,7,2,7,9,9,7,7,7,7,8,7,7,4829,"Passivos"
"Clio",2,"Renault",8,7,7,9,7,8,8,8,9,8,8,10,9,8,8,4830,"Passivos"
"Clio",3,"Renault",7,10,9,10,10,7,8,6,6,7,10,10,7,7,9,4831,"Promotores"
"Clio",4,"Renault",4,4,4,4,6,6,5,7,6,6,5,9,9,3,7,4832,"Passivos"
"Clio",5,"Renault",7,7,8,7,7,7,8,8,6,7,7,8,7,5,6,4833,"Detratores"
"Clio",6,"Renault",8,8,8,9,8,7,8,10,10,10,10,10,10,8,10,4834,"Promotores"
"Clio",7,"Renault",1,1,1,2,3,3,1,1,1,2,1,1,3,1,1,4835,"Detratores"
"Clio",8,"Renault",7,6,8,7,7,8,9,8,8,8,7,10,9,7,9,4836,"Promotores"
"Clio",9,"Renault",7,5,9,9,8,10,6,9,4,10,10,10,10,10,10,4837,"Promotores"
"Clio",10,"Renault",7,7,8,9,7,6,8,8,8,8,8,10,9,9,9,4838,"Promotores"
"Clio",11,"Renault",8,9,10,8,10,10,10,10,9,8,10,10,9,10,10,4839,"Promotores"
"Clio",12,"Renault",7,5,6,7,8,9,8,8,6,8,7,9,7,7,7,4840,"Passivos"
"Clio",13,"Renault",9,9,9,9,8,6,9,9,9,9,9,7,9,8,10,4841,"Promotores"
"Clio",14,"Renault",8,9,8,8,8,6,9,9,7,8,10,10,9,10,10,4842,"Promotores"
"Clio",15,"Renault",8,9,9,9,8,8,9,9,10,10,9,10,10,8,10,4843,"Promotores"
"Clio",16,"Renault",8,9,10,10,9,9,8,9,6,9,10,9,9,9,10,4844,"Promotores"
"Clio",17,"Renault",8,9,9,9,9,7,8,8,8,9,8,10,9,5,9,4845,"Promotores"
"Clio",18,"Renault",6,8,8,9,5,4,9,9,9,9,9,10,10,10,10,4846,"Promotores"
"Clio",19,"Renault",9,4,8,10,8,9,8,9,7,8,8,9,7,8,9,4847,"Promotores"
"Clio",20,"Renault",4,2,6,4,3,7,6,4,0,2,5,5,5,1,3,4848,"Detratores"
"Clio",21,"Renault",7,7,8,9,8,8,9,9,9,9,9,10,10,10,10,4849,"Promotores"
"Clio",22,"Renault",7,7,7,7,7,6,8,8,7,8,8,8,9,10,10,4850,"Promotores"
"Clio",23,"Renault",9,8,9,10,9,7,10,10,8,7,9,10,8,10,10,4851,"Promotores"
"Clio",24,"Renault",7,8,8,8,8,9,9,9,8,8,8,10,10,9,9,4852,"Promotores"
"Clio",25,"Renault",9,7,8,8,8,8,8,9,9,9,10,10,10,9,9,4853,"Promotores"
"Clio",26,"Renault",8,0,5,10,5,5,5,5,10,5,4,10,4,5,0,4854,"Detratores"
"Clio",27,"Renault",9,7,9,10,8,8,10,10,9,8,9,10,9,9,9,4855,"Promotores"
"Clio",28,"Renault",8,7,9,9,8,9,9,8,9,9,9,9,9,9,9,4856,"Promotores"
"Clio",29,"Renault",8,5,7,10,7,7,10,8,8,8,7,9,8,6,9,4857,"Promotores"
"Clio",30,"Renault",9,9,9,9,9,8,9,10,10,9,9,10,9,9,10,4858,"Promotores"
"Clio",31,"Renault",7,9,10,8,8,9,9,10,7,9,9,10,10,7,9,4859,"Promotores"
"Clio",32,"Renault",9,9,10,9,10,9,8,8,8,9,7,9,9,5,8,4860,"Passivos"
"Clio",33,"Renault",10,10,10,9,8,9,10,7,7,8,5,9,9,5,9,4861,"Promotores"
"Clio",34,"Renault",6,7,7,7,4,6,6,10,8,8,6,9,8,4,9,4862,"Promotores"
"Clio",35,"Renault",8,8,8,8,8,7,8,8,8,8,8,9,9,9,10,4863,"Promotores"
"Clio",36,"Renault",5,8,10,10,8,7,9,10,8,9,8,8,10,8,10,4864,"Promotores"
"Clio",37,"Renault",8,7,9,9,9,7,8,10,10,9,10,10,10,8,10,4865,"Promotores"
"Clio",38,"Renault",8,9,9,9,9,7,10,10,9,9,9,9,9,8,9,4866,"Promotores"
"Clio",39,"Renault",8,9,10,8,10,8,8,10,8,8,8,10,10,8,10,4867,"Promotores"
"Clio",40,"Renault",6,8,9,8,4,5,10,9,8,8,9,10,7,9,10,4868,"Promotores"
"Clio",41,"Renault",7,7,6,8,8,9,9,9,7,10,9,7,8,8,8,4869,"Passivos"
"Clio",42,"Renault",10,8,10,9,8,8,10,10,10,10,8,10,9,8,10,4870,"Promotores"
"Clio",43,"Renault",8,8,9,7,8,6,9,7,8,8,9,9,9,10,10,4871,"Promotores"
"Clio",44,"Renault",8,8,10,9,10,10,10,10,9,8,10,10,10,8,10,4872,"Promotores"
"Clio",45,"Renault",9,8,7,9,7,7,9,9,7,8,8,10,9,9,9,4873,"Promotores"
"Clio",46,"Renault",7,7,6,5,7,5,7,8,9,9,3,10,8,8,7,4874,"Passivos"
"Clio",47,"Renault",8,10,10,10,9,8,6,9,10,10,9,9,9,8,9,4875,"Promotores"
"Clio",48,"Renault",7,6,7,5,8,8,10,8,6,7,8,10,10,8,8,4876,"Passivos"
"Clio",49,"Renault",10,8,10,10,9,7,9,9,7,8,9,10,9,8,10,4877,"Promotores"
"Clio",50,"Renault",9,7,10,6,7,6,8,8,5,6,7,8,7,3,8,4878,"Passivos"
"Clio",51,"Renault",9,7,9,9,7,6,7,9,8,8,8,10,9,10,10,4879,"Promotores"
"Clio",52,"Renault",7,8,6,9,6,7,8,7,6,9,8,10,8,5,9,4880,"Promotores"
"Clio",53,"Renault",10,9,10,10,10,9,7,10,10,10,10,10,10,9,10,4881,"Promotores"
"Clio",54,"Renault",4,5,7,9,9,9,10,6,9,7,8,6,8,8,8,4882,"Passivos"
"Clio",55,"Renault",9,8,9,10,8,7,10,9,10,8,10,10,10,7,8,4883,"Passivos"
"Clio",56,"Renault",5,2,5,7,5,5,5,3,5,5,5,7,7,0,0,4884,"Detratores"
"Clio",57,"Renault",1,3,5,7,2,5,7,6,6,4,7,8,7,6,2,4885,"Detratores"
"Clio",58,"Renault",7,6,9,8,7,6,6,8,9,10,9,9,9,7,8,4886,"Passivos"
"Clio",59,"Renault",8,7,6,10,7,6,7,8,7,8,8,9,8,7,9,4887,"Promotores"
"Clio",60,"Renault",7,8,8,8,9,8,9,9,5,8,9,10,9,7,9,4888,"Promotores"
"Clio",61,"Renault",5,8,8,7,8,8,8,5,5,5,7,9,8,4,5,4889,"Detratores"
"Clio",62,"Renault",8,6,8,8,7,5,4,8,5,6,8,10,10,8,6,4890,"Detratores"
"Clio",63,"Renault",7,7,5,4,5,5,8,8,7,8,9,9,9,7,3,4891,"Detratores"
"Clio",64,"Renault",7,7,10,7,10,7,10,10,5,6,9,8,8,3,7,4892,"Passivos"
"Clio",65,"Renault",8,6,10,10,10,8,9,7,7,8,8,10,10,10,10,4893,"Promotores"
"Clio",66,"Renault",5,5,5,10,5,5,4,8,3,8,7,10,9,8,7,4894,"Passivos"
"Clio",67,"Renault",4,6,7,8,6,5,6,8,7,7,9,8,9,8,8,4895,"Passivos"
"Clio",68,"Renault",6,6,6,8,8,7,6,7,5,6,7,10,7,8,8,4896,"Passivos"
"Clio",69,"Renault",5,7,9,9,8,9,10,10,10,7,9,8,9,9,9,4897,"Promotores"
"Clio",70,"Renault",7,10,8,9,9,7,10,10,7,10,9,10,9,10,10,4898,"Promotores"
"Clio",71,"Renault",7,6,9,7,8,6,7,7,7,7,7,9,9,8,8,4899,"Passivos"
"Clio",72,"Renault",8,10,10,10,8,8,8,10,10,10,10,10,10,10,10,4900,"Promotores"
"Clio",73,"Renault",9,8,10,10,10,9,4,8,9,9,10,9,10,3,9,4901,"Promotores"
"Clio",74,"Renault",7,7,8,8,7,7,8,10,10,10,10,10,9,5,10,4902,"Promotores"
"Clio",75,"Renault",10,9,10,10,9,9,9,9,5,10,9,10,10,9,10,4903,"Promotores"
"Clio",76,"Renault",8,8,8,7,10,10,10,10,10,9,9,8,9,10,10,4904,"Promotores"
"Clio",77,"Renault",7,7,10,10,8,8,10,10,10,9,10,10,10,10,10,4905,"Promotores"
"Clio",78,"Renault",9,8,8,8,8,7,10,9,10,10,9,10,9,7,10,4906,"Promotores"
"Clio",79,"Renault",7,5,5,7,7,9,10,10,9,9,9,10,10,10,9,4907,"Promotores"
"Clio",80,"Renault",9,7,7,9,8,6,9,8,8,8,7,7,10,6,8,4908,"Passivos"
"Clio",81,"Renault",10,9,9,9,8,10,9,10,8,9,9,10,8,9,10,4909,"Promotores"
"Clio",82,"Renault",6,6,8,9,6,6,5,5,8,7,7,7,7,3,3,4910,"Detratores"
"Clio",83,"Renault",7,5,10,8,8,7,8,7,7,8,8,9,8,2,8,4911,"Passivos"
"Clio",84,"Renault",9,10,9,10,10,10,10,7,9,10,9,10,10,8,10,4912,"Promotores"
"Clio",85,"Renault",6,5,7,8,7,5,8,8,7,6,6,9,6,5,8,4913,"Passivos"
"Clio",86,"Renault",8,6,8,7,6,8,8,8,7,8,9,9,8,7,8,4914,"Passivos"
"Clio",87,"Renault",5,8,6,8,4,4,5,5,6,8,7,9,7,0,0,4915,"Detratores"
"Clio",88,"Renault",8,7,9,7,6,5,6,5,6,9,9,10,8,7,9,4916,"Promotores"
"Clio",89,"Renault",8,6,8,7,8,8,7,8,7,8,8,9,8,8,8,4917,"Passivos"
"Clio",90,"Renault",4,5,9,9,8,4,5,7,5,7,5,9,9,2,2,4918,"Detratores"
"Clio",91,"Renault",8,9,9,8,10,9,7,8,7,7,8,9,9,8,8,4919,"Passivos"
"Clio",92,"Renault",7,5,7,7,7,7,8,8,7,7,8,8,7,7,6,4920,"Detratores"
"Clio",93,"Renault",9,7,7,7,9,8,10,9,10,7,9,10,10,9,10,4921,"Promotores"
"Clio",94,"Renault",6,8,8,7,8,6,6,8,6,7,6,10,8,7,7,4922,"Passivos"
"Clio",95,"Renault",7,5,7,6,6,5,6,6,4,5,3,8,3,5,5,4923,"Detratores"
"Clio",96,"Renault",8,8,9,9,9,9,8,8,7,8,8,9,8,8,9,4924,"Promotores"
"Clio",97,"Renault",8,8,9,9,8,7,8,8,8,8,8,9,9,8,9,4925,"Promotores"
"Clio",98,"Renault",9,9,9,9,10,9,10,10,7,9,9,9,9,10,10,4926,"Promotores"
"Clio",99,"Renault",7,7,8,7,7,7,7,7,5,6,7,6,6,7,7,4927,"Passivos"
"Clio",100,"Renault",2,0,0,0,0,1,0,0,0,1,0,8,0,0,0,4928,"Detratores"
"Clio",101,"Renault",6,10,10,9,10,7,4,5,5,5,5,8,5,6,8,4929,"Passivos"
"Clio",102,"Renault",8,9,8,9,8,9,5,6,6,8,9,7,8,9,9,4930,"Promotores"
"Clio",103,"Renault",4,5,5,7,7,5,5,7,8,6,7,7,6,6,7,4931,"Passivos"
"Clio",104,"Renault",7,7,8,5,5,5,8,8,7,6,6,4,8,8,10,4932,"Promotores"
"Clio",105,"Renault",7,7,8,9,9,8,8,8,8,8,8,9,8,8,9,4933,"Promotores"
"Clio",106,"Renault",7,9,8,10,10,7,10,10,8,8,9,10,9,7,10,4934,"Promotores"
"Clio",107,"Renault",9,7,10,9,9,6,10,8,8,8,7,5,9,6,8,4935,"Passivos"
"Clio",108,"Renault",7,6,7,9,7,6,10,9,8,7,6,9,8,5,8,4936,"Passivos"
"Clio",109,"Renault",8,5,8,8,5,5,8,8,10,9,7,9,8,3,9,4937,"Promotores"
"Clio",110,"Renault",8,8,8,9,9,6,7,8,8,8,9,9,8,8,8,4938,"Passivos"
"Clio",111,"Renault",8,10,10,10,10,5,7,8,10,10,10,10,10,10,10,4939,"Promotores"
"Clio",112,"Renault",7,8,8,9,8,7,8,8,6,8,9,9,8,8,10,4940,"Promotores"
"Clio",113,"Renault",9,8,7,9,9,9,5,8,10,10,10,10,10,5,9,4941,"Promotores"
"Clio",114,"Renault",9,8,10,7,7,7,7,9,8,7,8,9,10,8,10,4942,"Promotores"
"Clio",115,"Renault",5,5,7,7,9,4,7,8,7,8,8,9,9,4,9,4943,"Promotores"
"Clio",116,"Renault",9,8,10,10,10,10,8,8,6,10,7,6,7,10,10,4944,"Promotores"
"Clio",117,"Renault",9,9,10,10,9,10,10,10,10,10,10,10,10,10,10,4945,"Promotores"
"Clio",118,"Renault",8,10,9,9,10,8,8,10,8,8,9,10,9,10,10,4946,"Promotores"
"Clio",119,"Renault",8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,4947,"Promotores"
"Clio",120,"Renault",10,10,10,10,10,10,10,10,9,10,10,10,10,9,10,4948,"Promotores"
"Clio",121,"Renault",6,7,10,10,10,7,9,9,9,9,9,9,8,9,10,4949,"Promotores"
"Clio",122,"Renault",9,10,10,10,10,9,10,9,9,10,9,9,10,10,10,4950,"Promotores"
"Clio",123,"Renault",4,6,7,7,9,7,8,9,9,8,7,8,8,6,9,4951,"Promotores"
"Clio",124,"Renault",6,7,7,4,7,7,4,5,7,7,8,10,7,3,7,4952,"Passivos"
"Clio",125,"Renault",6,7,8,8,8,7,8,7,7,8,8,8,8,8,8,4953,"Passivos"
"Clio",126,"Renault",7,7,8,6,8,9,8,9,8,7,3,9,8,6,8,4954,"Passivos"
"Clio",127,"Renault",5,9,9,9,8,8,8,9,9,9,8,8,9,9,10,4955,"Promotores"
"Clio",128,"Renault",8,7,8,8,7,7,7,8,8,9,8,10,8,8,8,4956,"Passivos"
"Clio",129,"Renault",7,5,6,4,6,5,6,4,3,6,5,5,6,3,0,4957,"Detratores"
"Clio",130,"Renault",8,9,10,10,9,9,9,8,9,9,10,10,10,10,10,4958,"Promotores"
"Clio",131,"Renault",9,8,8,10,9,5,8,8,8,9,9,9,9,8,10,4959,"Promotores"
"Clio",132,"Renault",7,9,10,5,9,6,7,9,9,9,6,10,8,9,10,4960,"Promotores"
"Clio",133,"Renault",7,5,9,3,6,3,5,3,5,4,4,9,8,6,8,4961,"Passivos"
"Clio",134,"Renault",9,8,9,10,9,6,7,9,9,9,9,10,9,8,10,4962,"Promotores"
"Clio",135,"Renault",6,5,7,5,7,9,10,10,8,8,4,8,6,7,7,4963,"Passivos"
"Clio",136,"Renault",8,8,9,9,9,7,9,9,9,10,9,10,9,9,9,4964,"Promotores"
"Clio",137,"Renault",7,6,8,7,8,7,7,9,6,9,5,10,10,9,8,4965,"Passivos"
"Clio",138,"Renault",7,8,8,8,8,7,6,7,8,8,8,9,9,8,9,4966,"Promotores"
"Clio",139,"Renault",9,9,10,10,8,9,10,9,8,10,7,9,10,10,10,4967,"Promotores"
"Clio",140,"Renault",7,7,9,7,9,7,6,8,8,8,8,8,9,7,8,4968,"Passivos"
"Clio",141,"Renault",6,9,9,9,10,9,8,9,8,8,7,7,6,8,8,4969,"Passivos"
"Clio",142,"Renault",9,9,10,10,10,10,9,9,9,9,10,10,10,10,10,4970,"Promotores"
"Clio",143,"Renault",8,8,8,9,8,5,5,9,7,9,7,10,8,5,10,4971,"Promotores"
"Clio",144,"Renault",10,8,9,10,7,8,7,10,8,9,9,10,8,6,10,4972,"Promotores"
